x_rel,y_rel,x_abs,res
95.69155122077827,120.71428571428571,3495.8878573801653 Hz,med
96.19477361258745,125.1304347826087,3513.9400490515523 Hz,med
96.69799600439664,130.5,3531.992240722939 Hz,med
97.20121839620583,141.06382978723406,3550.0444323943257 Hz,med
97.70444078801503,148.0,3568.096624065713 Hz,med
98.20766317982422,149.9512195121951,3586.1488157371 Hz,med
98.71088557163341,156.0,3604.201007408487 Hz,med
99.2141079634426,160.0,3622.253199079874 Hz,med
99.71733035525179,157.08695652173913,3640.305390751261 Hz,med
100.22055274706098,150.5,3658.3575824226477 Hz,med
100.72377513887017,142.0,3676.4097740940347 Hz,med
101.22699753067936,132.5,3694.461965765421 Hz,med
101.73021992248854,126.5,3712.514157436808 Hz,med
102.23344231429775,119.05405405405405,3730.5663491081955 Hz,med
102.73666470610694,117.5,3748.6185407795824 Hz,med
103.23988709791612,111.0,3766.6707324509694 Hz,med
103.74310948972531,106.0,3784.7229241223563 Hz,med
104.2463318815345,102.5,3802.775115793743 Hz,med
104.74955427334369,107.0,3820.82730746513 Hz,med
105.25277666515288,108.25,3838.879499136517 Hz,med
105.75599905696207,105.95652173913044,3856.9316908079036 Hz,med
106.25922144877126,102.0,3874.9838824792905 Hz,med
106.76244384058046,100.5,3893.036074150678 Hz,med
107.26566623238965,99.5,3911.088265822065 Hz,med
107.76888862419884,94.5,3929.140457493452 Hz,med
108.27211101600803,87.0,3947.1926491648387 Hz,med
108.77533340781721,87.0,3965.2448408362256 Hz,med
109.2785557996264,76.5,3983.2970325076126 Hz,med
109.78177819143559,74.44444444444446,4001.349224178999 Hz,med
110.28500058324478,70.0,4019.401415850386 Hz,med
110.78822297505397,60.5,4037.453607521773 Hz,med
111.29144536686316,58.0,4055.50579919316 Hz,med
111.79466775867236,57.5,4073.5579908645473 Hz,med
112.29789015048155,53.5,4091.610182535934 Hz,med
112.80111254229074,51.5,4109.662374207321 Hz,med
113.30433493409993,51.0,4127.7145658787085 Hz,med
113.80755732590912,49.5,4145.766757550095 Hz,med
114.3107797177183,48.5,4163.8189492214815 Hz,med
114.8140021095275,47.5,4181.871140892868 Hz,med
115.31722450133668,48.5,4199.923332564255 Hz,med
115.82044689314587,48.5,4217.975524235642 Hz,med
116.32366928495507,48.0,4236.027715907029 Hz,med
116.82689167676426,48.0,4254.079907578416 Hz,med
117.33011406857345,48.0,4272.132099249803 Hz,med
117.83333646038264,48.0,4290.18429092119 Hz,med
118.33655885219183,48.5,4308.236482592577 Hz,med
118.83978124400102,48.0,4326.288674263964 Hz,med
119.3430036358102,47.0,4344.340865935351 Hz,med
119.8462260276194,46.5,4362.393057606738 Hz,med
120.34944841942858,47.0,4380.445249278125 Hz,med
120.85267081123779,47.5,4398.497440949512 Hz,med
121.35589320304697,47.5,4416.549632620899 Hz,med
121.85911559485616,47.5,4434.6018242922855 Hz,med
122.36233798666535,47.5,4452.6540159636725 Hz,med
122.86556037847454,48.0,4470.706207635059 Hz,med
123.36878277028373,47.5,4488.758399306446 Hz,med
123.87200516209292,48.5,4506.810590977833 Hz,med
124.3752275539021,48.0,4524.86278264922 Hz,med
124.8784499457113,48.0,4542.914974320607 Hz,med
125.38167233752048,47.5,4560.967165991994 Hz,med
125.88489472932969,47.5,4579.019357663381 Hz,med
126.38811712113888,48.5,4597.071549334768 Hz,med
126.89133951294806,48.5,4615.123741006155 Hz,med
127.39456190475725,48.5,4633.175932677542 Hz,med
127.89778429656644,48.5,4651.228124348929 Hz,med
128.40100668837565,48.5,4669.280316020317 Hz,med
128.90422908018482,48.5,4687.332507691703 Hz,med
129.407451471994,48.5,4705.384699363089 Hz,med
129.9106738638032,48.0,4723.4368910344765 Hz,med
130.41389625561237,48.0,4741.4890827058625 Hz,med
130.91711864742157,48.0,4759.54127437725 Hz,med
131.42034103923075,48.5,4777.593466048636 Hz,med
131.92356343103995,48.5,4795.645657720024 Hz,med
132.42678582284913,48.0,4813.69784939141 Hz,med
132.93000821465833,48.0,4831.750041062797 Hz,med
133.43323060646753,48.0,4849.802232734185 Hz,med
133.9364529982767,48.0,4867.854424405571 Hz,med
134.4396753900859,48.0,4885.906616076959 Hz,med
134.94289778189508,48.0,4903.958807748345 Hz,med
135.4461201737043,48.0,4922.010999419733 Hz,med
135.94934256551346,48.5,4940.063191091119 Hz,med
136.45256495732266,48.0,4958.115382762506 Hz,med
136.95578734913184,48.0,4976.167574433893 Hz,med
137.45900974094104,47.5,4994.21976610528 Hz,med
137.96223213275024,47.5,5012.2719577766675 Hz,med
138.46545452455942,48.0,5030.3241494480535 Hz,med
138.96867691636862,48.0,5048.376341119441 Hz,med
139.4718993081778,47.5,5066.428532790827 Hz,med
139.975121699987,48.0,5084.480724462215 Hz,med
140.47834409179617,48.0,5102.532916133601 Hz,med
140.98156648360538,48.0,5120.585107804988 Hz,med
141.48478887541455,48.0,5138.637299476375 Hz,med
141.98801126722375,48.0,5156.689491147762 Hz,med
142.49123365903296,47.5,5174.74168281915 Hz,med
142.99445605084213,48.0,5192.793874490536 Hz,med
143.49767844265133,48.5,5210.846066161924 Hz,med
144.0009008344605,48.0,5228.89825783331 Hz,med
144.5041232262697,48.5,5246.950449504697 Hz,med
145.0073456180789,48.0,5265.002641176084 Hz,med
145.5105680098881,48.0,5283.054832847471 Hz,med
84.74983491544342,48.5,3103.373606876106 Hz,high
84.85319107062251,48.5,3107.081321703745 Hz,high
84.95654722580161,48.5,3110.7890365313833 Hz,high
85.0599033809807,48.5,3114.4967513590213 Hz,high
85.1632595361598,49.0,3118.20446618666 Hz,high
85.2666156913389,49.5,3121.9121810142988 Hz,high
85.36997184651798,50.0,3125.619895841937 Hz,high
85.47332800169708,50.0,3129.3276106695753 Hz,high
85.57668415687618,50.0,3133.035325497214 Hz,high
85.68004031205527,50.5,3136.7430403248522 Hz,high
85.78339646723437,51.0,3140.4507551524907 Hz,high
85.88675262241347,51.0,3144.1584699801297 Hz,high
85.99010877759255,52.0,3147.8661848077677 Hz,high
86.09346493277165,52.0,3151.573899635406 Hz,high
86.19682108795075,52.5,3155.281614463045 Hz,high
86.30017724312984,53.0,3158.989329290683 Hz,high
86.40353339830894,54.0,3162.6970441183216 Hz,high
86.50688955348804,55.5,3166.4047589459606 Hz,high
86.61024570866712,57.0,3170.1124737735986 Hz,high
86.71360186384622,58.0,3173.820188601237 Hz,high
86.81695801902532,59.0,3177.5279034288756 Hz,high
86.9203141742044,61.0,3181.235618256514 Hz,high
87.0236703293835,63.5,3184.9433330841525 Hz,high
87.1270264845626,65.0,3188.651047911791 Hz,high
87.23038263974169,68.0,3192.3587627394295 Hz,high
87.33373879492079,70.0,3196.066477567068 Hz,high
87.43709495009989,74.5,3199.7741923947065 Hz,high
87.54045110527898,78.5,3203.4819072223445 Hz,high
87.64380726045808,84.0,3207.1896220499834 Hz,high
87.74716341563717,87.5,3210.897336877622 Hz,high
87.85051957081626,95.0,3214.60505170526 Hz,high
87.95387572599536,99.71428571428571,3218.312766532899 Hz,high
88.05723188117446,107.0,3222.0204813605374 Hz,high
88.16058803635354,112.0,3225.7281961881754 Hz,high
88.26394419153264,121.0,3229.4359110158143 Hz,high
88.36730034671174,125.0,3233.143625843453 Hz,high
88.47065650189083,132.0,3236.851340671091 Hz,high
88.57401265706993,136.5,3240.55905549873 Hz,high
88.67736881224903,141.0,3244.2667703263683 Hz,high
88.78072496742811,142.0,3247.9744851540063 Hz,high
88.88408112260721,145.0,3251.682199981645 Hz,high
88.98743727778631,147.0,3255.3899148092837 Hz,high
89.0907934329654,149.5,3259.0976296369217 Hz,high
89.1941495881445,151.0,3262.80534446456 Hz,high
89.2975057433236,152.5,3266.513059292199 Hz,high
89.40086189850268,153.0,3270.220774119837 Hz,high
89.50421805368178,152.5,3273.9284889474757 Hz,high
89.60757420886088,152.0,3277.6362037751146 Hz,high
89.71093036403997,150.5,3281.3439186027526 Hz,high
89.81428651921907,149.0,3285.051633430391 Hz,high
89.91764267439817,146.0,3288.75934825803 Hz,high
90.02099882957725,143.5,3292.467063085668 Hz,high
90.12435498475635,139.5,3296.1747779133066 Hz,high
90.22771113993545,137.5,3299.8824927409455 Hz,high
90.33106729511454,132.5,3303.5902075685835 Hz,high
90.43442345029364,130.0,3307.297922396222 Hz,high
90.53777960547274,126.0,3311.0056372238605 Hz,high
90.64113576065182,124.5,3314.713352051499 Hz,high
90.74449191583092,122.5,3318.4210668791375 Hz,high
90.84784807101002,120.5,3322.128781706776 Hz,high
90.9512042261891,119.0,3325.8364965344144 Hz,high
91.0545603813682,118.5,3329.544211362053 Hz,high
91.1579165365473,118.0,3333.2519261896914 Hz,high
91.26127269172639,117.5,3336.95964101733 Hz,high
91.36462884690549,117.5,3340.6673558449684 Hz,high
91.46798500208459,118.0,3344.375070672607 Hz,high
91.57134115726367,118.5,3348.082785500245 Hz,high
91.67469731244277,119.5,3351.790500327884 Hz,high
91.77805346762187,121.5,3355.4982151555223 Hz,high
91.88140962280096,122.5,3359.2059299831603 Hz,high
91.98476577798006,124.5,3362.9136448107993 Hz,high
92.08812193315916,126.5,3366.6213596384378 Hz,high
92.19147808833824,130.0,3370.329074466076 Hz,high
92.29483424351734,131.5,3374.0367892937147 Hz,high
92.39819039869644,135.5,3377.744504121353 Hz,high
92.50154655387553,138.5,3381.4522189489912 Hz,high
92.60490270905463,144.0,3385.15993377663 Hz,high
92.70825886423373,147.0,3388.8676486042687 Hz,high
92.81161501941281,152.0,3392.5753634319067 Hz,high
92.91497117459191,155.0,3396.283078259545 Hz,high
93.01832732977101,160.5,3399.990793087184 Hz,high
93.1216834849501,164.5,3403.698507914822 Hz,high
93.2250396401292,168.5,3407.4062227424606 Hz,high
93.3283957953083,170.0,3411.1139375700996 Hz,high
93.43175195048738,173.0,3414.8216523977376 Hz,high
93.53510810566648,174.5,3418.529367225376 Hz,high
93.63846426084558,174.0,3422.237082053015 Hz,high
93.74182041602467,172.5,3425.944796880653 Hz,high
93.84517657120377,167.5,3429.6525117082915 Hz,high
93.94853272638287,165.0,3433.3602265359305 Hz,high
94.05188888156195,159.5,3437.0679413635685 Hz,high
94.15524503674105,155.5,3440.775656191207 Hz,high
94.25860119192015,150.0,3444.4833710188454 Hz,high
94.36195734709925,147.0,3448.1910858464844 Hz,high
94.46531350227833,141.5,3451.8988006741224 Hz,high
94.56866965745743,137.0,3455.606515501761 Hz,high
94.67202581263653,133.0,3459.3142303294 Hz,high
94.77538196781562,129.5,3463.021945157038 Hz,high
94.87873812299472,126.5,3466.7296599846763 Hz,high
94.98209427817382,125.5,3470.4373748123153 Hz,high
95.0854504333529,122.5,3474.1450896399533 Hz,high
95.188806588532,121.5,3477.852804467592 Hz,high
95.2921627437111,119.5,3481.5605192952307 Hz,high
95.39551889889019,119.0,3485.2682341228688 Hz,high
95.49887505406929,117.5,3488.9759489505072 Hz,high
95.60223120924839,117.0,3492.683663778146 Hz,high
95.70558736442747,116.5,3496.391378605784 Hz,high
95.80894351960657,116.5,3500.0990934334227 Hz,high
95.91229967478567,116.0,3503.806808261061 Hz,high
96.01565582996476,116.0,3507.5145230886997 Hz,high
96.11901198514386,116.5,3511.222237916338 Hz,high
96.22236814032296,117.0,3514.9299527439766 Hz,high
96.32572429550204,118.0,3518.637667571615 Hz,high
96.42908045068114,118.5,3522.3453823992536 Hz,high
96.53243660586024,120.0,3526.053097226892 Hz,high
96.63579276103933,121.0,3529.76081205453 Hz,high
96.73914891621843,122.5,3533.468526882169 Hz,high
96.84250507139753,124.5,3537.1762417098075 Hz,high
96.94586122657661,126.0,3540.8839565374456 Hz,high
97.04921738175571,127.0,3544.5916713650845 Hz,high
97.15257353693481,130.5,3548.299386192723 Hz,high
97.2559296921139,132.0,3552.007101020361 Hz,high
97.359285847293,135.5,3555.714815848 Hz,high
97.4626420024721,137.5,3559.4225306756384 Hz,high
97.56599815765118,141.0,3563.1302455032765 Hz,high
97.66935431283028,144.0,3566.8379603309154 Hz,high
97.77271046800938,147.5,3570.545675158554 Hz,high
97.87606662318846,150.0,3574.253389986192 Hz,high
97.97942277836756,153.5,3577.961104813831 Hz,high
98.08277893354666,155.0,3581.6688196414693 Hz,high
98.18613508872575,158.0,3585.3765344691074 Hz,high
98.28949124390485,160.5,3589.084249296746 Hz,high
98.39284739908395,162.0,3592.791964124385 Hz,high
98.49620355426303,163.5,3596.499678952023 Hz,high
98.59955970944213,165.5,3600.2073937796613 Hz,high
98.70291586462123,166.0,3603.9151086073 Hz,high
98.80627201980032,167.0,3607.6228234349383 Hz,high
98.90962817497942,167.0,3611.3305382625767 Hz,high
99.01298433015852,166.5,3615.0382530902157 Hz,high
99.1163404853376,165.5,3618.7459679178537 Hz,high
99.2196966405167,164.5,3622.453682745492 Hz,high
99.3230527956958,163.5,3626.161397573131 Hz,high
99.42640895087489,162.0,3629.869112400769 Hz,high
99.52976510605399,161.0,3633.5768272284076 Hz,high
99.63312126123309,159.5,3637.284542056046 Hz,high
99.73647741641217,158.0,3640.9922568836846 Hz,high
99.83983357159127,156.0,3644.699971711323 Hz,high
99.94318972677037,155.5,3648.4076865389616 Hz,high
100.04654588194946,154.5,3652.1154013666 Hz,high
100.14990203712856,153.0,3655.8231161942385 Hz,high
100.25325819230765,152.0,3659.530831021877 Hz,high
100.35661434748674,152.0,3663.2385458495155 Hz,high
100.45997050266584,151.0,3666.946260677154 Hz,high
100.56332665784494,150.0,3670.6539755047925 Hz,high
100.66668281302402,149.5,3674.3616903324305 Hz,high
100.77003896820312,148.5,3678.0694051600694 Hz,high
100.87339512338222,147.5,3681.777119987708 Hz,high
100.97675127856131,146.0,3685.484834815346 Hz,high
101.08010743374041,145.5,3689.192549642985 Hz,high
101.18346358891951,144.5,3692.9002644706234 Hz,high
101.2868197440986,143.0,3696.6079792982614 Hz,high
101.3901758992777,142.0,3700.3156941259003 Hz,high
101.4935320544568,140.5,3704.023408953539 Hz,high
101.59688820963588,138.5,3707.731123781177 Hz,high
101.70024436481498,137.0,3711.438838608816 Hz,high
101.80360051999408,135.0,3715.1465534364543 Hz,high
101.90695667517316,133.5,3718.8542682640923 Hz,high
102.01031283035226,131.0,3722.561983091731 Hz,high
102.11366898553136,128.5,3726.2696979193697 Hz,high
102.21702514071045,126.0,3729.9774127470077 Hz,high
102.32038129588955,123.0,3733.6851275746462 Hz,high
102.42373745106865,121.0,3737.392842402285 Hz,high
102.52709360624773,119.0,3741.100557229923 Hz,high
102.63044976142683,117.0,3744.8082720575617 Hz,high
102.73380591660593,114.5,3748.5159868852006 Hz,high
102.83716207178502,113.0,3752.2237017128386 Hz,high
102.94051822696412,110.5,3755.931416540477 Hz,high
103.04387438214322,109.0,3759.639131368116 Hz,high
103.1472305373223,107.5,3763.346846195754 Hz,high
103.2505866925014,106.5,3767.0545610233926 Hz,high
103.3539428476805,105.0,3770.762275851031 Hz,high
103.45729900285959,104.5,3774.4699906786695 Hz,high
103.56065515803868,103.0,3778.177705506308 Hz,high
103.66401131321778,102.0,3781.8854203339465 Hz,high
103.76736746839688,101.0,3785.5931351615855 Hz,high
103.87072362357597,101.0,3789.3008499892235 Hz,high
103.97407977875507,100.5,3793.008564816862 Hz,high
104.07743593393417,100.0,3796.716279644501 Hz,high
104.18079208911325,100.0,3800.423994472139 Hz,high
104.28414824429235,100.0,3804.1317092997774 Hz,high
104.38750439947145,100.0,3807.8394241274164 Hz,high
104.49086055465054,100.0,3811.5471389550544 Hz,high
104.59421670982964,101.0,3815.254853782693 Hz,high
104.69757286500874,101.0,3818.9625686103313 Hz,high
104.80092902018782,102.0,3822.67028343797 Hz,high
104.90428517536692,102.5,3826.3779982656083 Hz,high
105.00764133054602,103.5,3830.085713093247 Hz,high
105.11099748572511,104.5,3833.7934279208853 Hz,high
105.2143536409042,105.5,3837.5011427485238 Hz,high
105.3177097960833,106.5,3841.2088575761622 Hz,high
105.42106595126239,108.5,3844.9165724038007 Hz,high
105.52442210644149,109.5,3848.624287231439 Hz,high
105.62777826162059,110.5,3852.3320020590777 Hz,high
105.73113441679968,112.0,3856.0397168867157 Hz,high
105.83449057197878,112.5,3859.7474317143547 Hz,high
105.93784672715788,113.5,3863.455146541993 Hz,high
106.04120288233698,114.0,3867.162861369632 Hz,high
106.14455903751607,114.5,3870.8705761972706 Hz,high
106.24791519269516,114.0,3874.5782910249086 Hz,high
106.35127134787426,114.0,3878.286005852547 Hz,high
106.45462750305336,112.5,3881.993720680186 Hz,high
106.55798365823244,111.5,3885.701435507824 Hz,high
106.66133981341154,109.5,3889.4091503354625 Hz,high
106.76469596859064,108.5,3893.1168651631015 Hz,high
106.86805212376973,104.0,3896.8245799907395 Hz,high
106.97140827894883,102.0,3900.532294818378 Hz,high
107.07476443412793,99.5,3904.240009646017 Hz,high
107.17812058930701,98.0,3907.947724473655 Hz,high
107.28147674448611,94.5,3911.6554393012934 Hz,high
107.38483289966521,93.5,3915.3631541289324 Hz,high
107.4881890548443,91.5,3919.0708689565704 Hz,high
107.5915452100234,90.5,3922.778583784209 Hz,high
107.6949013652025,88.5,3926.4862986118474 Hz,high
107.79825752038158,88.0,3930.194013439486 Hz,high
107.90161367556068,86.0,3933.9017282671243 Hz,high
108.00496983073978,86.0,3937.609443094763 Hz,high
108.10832598591887,85.0,3941.3171579224013 Hz,high
108.21168214109797,85.0,3945.02487275004 Hz,high
108.31503829627707,84.5,3948.7325875776783 Hz,high
108.41839445145617,84.5,3952.440302405317 Hz,high
108.52175060663525,84.5,3956.148017232955 Hz,high
108.62510676181435,85.0,3959.8557320605937 Hz,high
108.72846291699345,85.5,3963.5634468882326 Hz,high
108.83181907217254,86.0,3967.2711617158707 Hz,high
108.93517522735164,87.0,3970.978876543509 Hz,high
109.03853138253073,87.5,3974.6865913711476 Hz,high
109.14188753770982,88.5,3978.394306198786 Hz,high
109.24524369288892,89.0,3982.1020210264246 Hz,high
109.34859984806802,90.0,3985.809735854063 Hz,high
109.4519560032471,90.0,3989.5174506817016 Hz,high
109.5553121584262,89.5,3993.22516550934 Hz,high
109.6586683136053,88.5,3996.9328803369785 Hz,high
109.76202446878439,87.5,4000.640595164617 Hz,high
109.86538062396349,84.0,4004.3483099922555 Hz,high
109.96873677914259,81.5,4008.056024819894 Hz,high
110.07209293432167,79.5,4011.763739647532 Hz,high
110.17544908950077,76.5,4015.471454475171 Hz,high
110.27880524467987,73.5,4019.1791693028094 Hz,high
110.38216139985896,70.5,4022.8868841304475 Hz,high
110.48551755503806,68.5,4026.5945989580864 Hz,high
110.58887371021716,66.0,4030.302313785725 Hz,high
110.69222986539624,64.0,4034.010028613363 Hz,high
110.79558602057534,62.5,4037.717743441002 Hz,high
110.89894217575444,61.5,4041.4254582686403 Hz,high
111.00229833093353,60.0,4045.1331730962784 Hz,high
111.10565448611263,59.0,4048.8408879239173 Hz,high
111.20901064129173,58.0,4052.548602751556 Hz,high
111.31236679647081,57.5,4056.256317579194 Hz,high
111.41572295164991,57.0,4059.9640324068323 Hz,high
111.51907910682901,56.0,4063.6717472344712 Hz,high
111.6224352620081,56.0,4067.3794620621093 Hz,high
111.7257914171872,55.5,4071.0871768897478 Hz,high
111.8291475723663,54.5,4074.7948917173867 Hz,high
111.93250372754538,54.5,4078.5026065450247 Hz,high
112.03585988272448,54.5,4082.210321372663 Hz,high
112.13921603790358,54.5,4085.918036200302 Hz,high
112.24257219308267,54.5,4089.62575102794 Hz,high
112.34592834826176,54.5,4093.3334658555787 Hz,high
112.44928450344086,54.5,4097.041180683218 Hz,high
112.55264065861995,54.0,4100.748895510856 Hz,high
112.65599681379905,54.0,4104.456610338494 Hz,high
112.75935296897815,53.5,4108.1643251661335 Hz,high
112.86270912415723,53.5,4111.872039993771 Hz,high
112.96606527933633,53.5,4115.57975482141 Hz,high
113.06942143451543,53.5,4119.287469649048 Hz,high
113.17277758969452,53.0,4122.9951844766865 Hz,high
113.27613374487362,53.0,4126.702899304325 Hz,high
